title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
101 Dalmatians (Re-issue) (1969),N/A,N/A,"$106,859,200",Disney,"January 1, 1969",Animation,1 hrs. 19 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101 Dalmatians (Re-issue) (1979),N/A,N/A,"$63,812,700",Disney,"January 1, 1979",Animation,1 hrs. 19 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101 Dalmatians (Re-issue) (1985),N/A,N/A,"$75,643,900",Buena Vista,"December 20, 1985",Animation,1 hrs. 19 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101 Dalmatians (Re-issue) (1991),N/A,N/A,"$121,805,100",Buena Vista,"July 12, 1991",Animation,1 hrs. 19 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101 Reykjavik,N/A,N/A,"$183,400",Menemsha,"July 27, 2001",Unknown,1 hrs. 40 min.,Unrated,N/A,"$126,404",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102 Dalmatians,N/A,N/A,"$103,819,000",Buena Vista,"November 22, 2000",Family Comedy,1 hrs. 44 min.,G,$85 million,"$183,611,771",Glenn Close,Ioan Gruffudd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10th &amp; Wolf,N/A,N/A,"$70,400",ThinkFilm,"August 18, 2006",Crime Drama,1 hrs. 50 min.,R,$8 million,"$143,451",James Marsden,Giovanni Ribisi,Piper Perabo,Val Kilmer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aaron Zigman,N/A
11 Flowers,N/A,N/A,"$9,600",First Run,"February 22, 2013",Foreign,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-11-11,Darren Lynn Bousman,N/A,"$35,300",Rocket Releasing,"November 11, 2011",Horror,1 hrs. 22 min.,PG-13,N/A,"$5,739,384",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Darren Lynn Bousman,N/A,N/A,N/A
The 11th Hour,N/A,N/A,"$866,700",Warner Independent,"August 17, 2007",Documentary,1 hrs. 33 min.,PG,N/A,"$985,207",Leonardo DiCaprio*,N/A,N/A,N/A,N/A,N/A,Leonardo DiCaprio,N/A,N/A,N/A,N/A,N/A,Leonardo DiCaprio,N/A,N/A,N/A
12,N/A,N/A,"$141,400",Sony Classics,"March 4, 2009",Foreign,2 hrs. 39 min.,PG-13,N/A,"$7,537,453",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12 Monkeys,Terry Gilliam,N/A,"$108,982,500",Universal,"December 29, 1995",Sci-Fi,2 hrs. 10 min.,R,N/A,"$168,839,459",Brad Pitt,Bruce Willis,N/A,N/A,N/A,N/A,Charles Roven,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12 O'Clock Boys,N/A,N/A,"$87,500",Oscilloscope Pictures,"January 31, 2014",Documentary,1 hrs. 16 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12 Rounds,Renny Harlin,N/A,"$13,825,500",Fox,"March 27, 2009",Action / Adventure,1 hrs. 48 min.,PG-13,N/A,"$17,280,326",John Cena,N/A,N/A,N/A,N/A,N/A,Mark Gordon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trevor Rabin,N/A
12 Years a Slave,Steve McQueen (II),N/A,"$58,146,800",Fox Searchlight,"October 18, 2013",Drama,2 hrs. 13 min.,R,$20 million,"$187,733,202",Chiwetel Ejiofor,Michael Fassbender,Brad Pitt,Benedict Cumberbatch,Paul Dano,Sarah Paulson,Dede Gardner,Jeremy Kleiner,Steve McQueen (II),Arnon Milchan,Brad Pitt,John Ridley,John Ridley,N/A,Hans Zimmer,N/A
127 Hours,Danny Boyle,N/A,"$19,296,600",Fox Searchlight,"November 5, 2010",Drama,1 hrs. 33 min.,R,$18 million,"$60,738,797",James Franco,Kate Mara,N/A,N/A,N/A,N/A,Danny Boyle,N/A,N/A,N/A,N/A,N/A,Simon Beaufoy,Danny Boyle,A.R. Rahman,N/A
12:08 East of Bucharest,N/A,N/A,"$112,600",Tartan,"June 6, 2007",Foreign,1 hrs. 29 min.,Unrated,N/A,"$523,703",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13 Assassins,N/A,N/A,"$840,900",Magnolia,"April 29, 2011",Foreign,2 hrs. 6 min.,R,N/A,"$17,555,141",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13 Conversations About One Thing,N/A,N/A,"$4,771,000",Sony Classics,"May 24, 2002",Drama,1 hrs. 34 min.,R,N/A,"$3,706,652",Matthew McConaughey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alex Wurman,N/A
13 Going on 30,Gary Winick,N/A,"$77,691,400",Sony (Revolution),"April 23, 2004",Fantasy Comedy,1 hrs. 37 min.,PG-13,$37 million,"$96,455,697",Andy Serkis,Jennifer Garner,Mark Ruffalo,N/A,N/A,N/A,Todd Garner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Theodore Shapiro,N/A
13 Hours:<br/>The Secret Soldiers of Benghazi,Michael Bay,N/A,"$51,929,200",Paramount,"January 15, 2016",Drama,2 hrs. 24 min.,R,$50 million,"$69,411,370",John Krasinski,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13 Months of Sunshine,N/A,N/A,"$2,700",Unknown,"June 6, 2008",Drama,1 hrs. 38 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13 Sins,N/A,N/A,"$14,000",Radius-TWC,"April 18, 2014",Thriller,1 hrs. 32 min.,R,N/A,"$13,809",Ron Perlman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13 Tzameti,N/A,N/A,"$156,200",Palm,"July 28, 2006",Foreign,1 hrs. 26 min.,Unrated,N/A,"$795,223",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13B,N/A,N/A,"$14,600",AdLabs,"March 6, 2009",Foreign,2 hrs. 26 min.,Unrated,N/A,"$2,494,521",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The 13th Alley,N/A,N/A,"$294,700",Super Chief Films,"June 13, 2008",Horror,1 hrs. 23 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The 13th Warrior,John McTiernan,N/A,"$54,262,100",Buena Vista,"August 27, 1999",Period Adventure,1 hrs. 42 min.,R,$160 million,"$61,698,899",Antonio Banderas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jerry Goldsmith,N/A
14 Blades,N/A,N/A,N/A,Radius-TWC,"August 22, 2014",Foreign / Action,1 hrs. 56 min.,R,N/A,"$3,786,517",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1408,Mikael Hafstrom,N/A,"$88,203,300",MGM (Weinstein),"June 22, 2007",Horror,1 hrs. 34 min.,PG-13,$25 million,"$131,998,242",John Cusack,Samuel L. Jackson,N/A,N/A,N/A,N/A,Lorenzo di Bonaventura,N/A,N/A,N/A,N/A,N/A,Matt Greenberg,Scott Alexander,Gabriel Yared,N/A
1492:<br/>Conquest of Paradise,Ridley Scott,N/A,"$14,608,100",Paramount,"October 9, 1992",Historical Drama,2 hrs. 28 min.,PG-13,$47 million,N/A,Sigourney Weaver,Frank Langella,N/A,N/A,N/A,N/A,Ridley Scott,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15,N/A,N/A,"$4,000",Picture This!,"April 13, 2005",Foreign,1 hrs. 33 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15 Fevrier 1839,N/A,N/A,"$369,500",Chris.,"January 26, 2001",Unknown,1 hrs. 54 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15 Minutes,John Herzfeld,N/A,"$36,346,600",New Line,"March 9, 2001",Thriller,2 hrs. 0 min.,R,$60 million,"$56,359,980",Robert DeNiro,Edward Burns,Kelsey Grammer,Vera Farmiga,Charlize Theron*,N/A,Nick Wechsler,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16 Blocks,Richard Donner,N/A,"$47,484,900",Warner Bros.,"March 3, 2006",Action Thriller,1 hrs. 45 min.,PG-13,N/A,"$65,664,721",Bruce Willis,N/A,N/A,N/A,N/A,N/A,Randall Emmett,George Furla,Jim Van Wyck,N/A,N/A,N/A,Richard Wenk,N/A,Klaus Badelt,N/A
16 Days of Glory,N/A,N/A,"$190,500",Paramount,"March 7, 1986",Documentary,2 hrs. 25 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16 Years of Alcohol,N/A,N/A,"$10,600",Tartan,"March 15, 2005",Drama,1 hrs. 42 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17 Again,Burr Steers,N/A,"$72,510,500",Warner Bros. (New Line),"April 17, 2009",Fantasy Comedy,1 hrs. 42 min.,PG-13,N/A,"$136,267,476",Zac Efron,Leslie Mann,Matthew Perry,Michelle Trachtenberg,N/A,N/A,Jennifer Gibgot,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rolfe Kent,N/A
17 Girls,N/A,N/A,"$16,400",Strand,"September 21, 2012",Foreign,1 hrs. 26 min.,Unrated,N/A,"$201,607",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 Again,N/A,N/A,"$5,265,400",New World,"April 8, 1988",Fantasy Comedy,1 hrs. 40 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18 ans apres,N/A,N/A,"$35,800",TVA,"May 2, 2003",Unknown,1 hrs. 30 min.,Unrated,N/A,"$8,785,730",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
180 South,N/A,N/A,"$33,700",Magnolia,"May 21, 2010",Documentary,1 hrs. 25 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
187,Kevin Reynolds,N/A,"$10,518,500",Warner Bros.,"July 30, 1997",Drama,1 hrs. 59 min.,R,N/A,N/A,Samuel L. Jackson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1898:<br/>Los ultimos de Filipinas,N/A,N/A,"$2,800",Sony / Columbia,"March 3, 2017",War Drama,1 hrs. 45 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1911,Jackie Chan,N/A,"$144,100",Variance Films,"October 7, 2011",Foreign,N/A,R,N/A,"$135,739",Jackie Chan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1915,N/A,N/A,"$109,600",Bloodvine Media,"April 17, 2015",Drama,1 hrs. 18 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1941,Steven Spielberg,N/A,"$106,653,700",Universal,"December 14, 1979",Period Comedy,1 hrs. 58 min.,PG,$35 million,"$92,455,742",Mickey Rourke*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Williams,N/A
1969,N/A,N/A,"$12,263,500",Atlantic,"November 18, 1988",Unknown,1 hrs. 35 min.,R,N/A,N/A,"Robert Downey, Jr.",Kiefer Sutherland,Winona Ryder,N/A,N/A,N/A,Bill Badalato,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1984,Michael Radford,N/A,"$20,025,500",Samuel Goldwyn,"December 14, 1984",Unknown,1 hrs. 53 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1995 Bugs Bunny Film Festival,N/A,N/A,"$38,000",Warner Bros.,"May 5, 1995",Animation,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998 Bugs Bunny Film Festival,N/A,N/A,"$742,500",Warner Bros.,"February 13, 1998",Animation,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2 Autumns, 3 Winters",N/A,N/A,"$5,900",Film Movement,"June 6, 2014",Foreign,1 hrs. 31 min.,Unrated,N/A,"$5,819",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2 Days in New York,Julie Delpy,N/A,"$684,700",Magnolia,"August 10, 2012",Comedy,1 hrs. 31 min.,R,N/A,"$1,653,792",Chris Rock,Julie Delpy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Julie Delpy,N/A,N/A,N/A
2 Days in Paris,Julie Delpy,N/A,"$5,432,900",Samuel Goldwyn,"August 10, 2007",Comedy / Drama,1 hrs. 34 min.,R,N/A,"$19,776,159",Julie Delpy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Julie Delpy,N/A,Julie Delpy,N/A
2 Days in the Valley,John Herzfeld,N/A,"$21,231,800",MGM,"September 27, 1996",Crime,1 hrs. 45 min.,R,N/A,N/A,Charlize Theron,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2 Fast 2 Furious,John Singleton,N/A,"$177,763,800",Universal,"June 6, 2003",Action,1 hrs. 41 min.,PG-13,$76 million,"$236,350,661",Paul Walker,Tyrese Gibson,Eva Mendes,Chris 'Ludacris' Bridges,Michael Ealy*,N/A,Lee R. Mayes,Neal H. Moritz,N/A,N/A,N/A,N/A,N/A,N/A,David Arnold,N/A
2 Guns,Baltasar Kormakur,N/A,"$81,243,900",Universal,"August 2, 2013",Action Comedy,1 hrs. 49 min.,R,$61 million,"$131,940,411",Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,James Marsden,N/A,Randall Emmett,George Furla,Marc Platt,Steven Saxton,N/A,N/A,Blake Masters,N/A,Clinton Shorter,N/A
2 States,N/A,N/A,"$2,265,000",UTV Communications,"April 18, 2014",Foreign,2 hrs. 15 min.,Unrated,N/A,"$2,238,174",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 Centimeters,N/A,N/A,"$8,500",TLA Releasing,"October 27, 2006",Foreign,1 hrs. 53 min.,Unrated,N/A,"$428,635",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 Dates,N/A,N/A,"$898,800",Fox Searchlight,"February 26, 1999",Unknown,1 hrs. 27 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 Feet from Stardom,N/A,N/A,"$5,291,500",Radius-TWC,"June 14, 2013",Documentary,1 hrs. 30 min.,PG-13,N/A,"$4,946,445",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20 Once Again,N/A,N/A,"$243,500",CJ Entertainment,"January 16, 2015",Foreign,2 hrs. 11 min.,Unrated,N/A,"$234,573",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"20,000 Days on Earth",N/A,N/A,"$285,100",Drafthouse,"September 17, 2014",Documentary,1 hrs. 37 min.,Unrated,N/A,"$2,105,558",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200 Cartas,N/A,N/A,"$9,400",Vanguardia Films,"June 14, 2013",Romantic Comedy,1 hrs. 37 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
200 Cigarettes,N/A,N/A,"$11,371,300",Paramount,"February 26, 1999",Comedy,1 hrs. 41 min.,R,$6 million,N/A,Paul Rudd,Ben Affleck,Kate Hudson,Casey Affleck,Christina Ricci,N/A,Tom Rosenberg,Richard Wright,N/A,N/A,N/A,N/A,N/A,N/A,Mark Mothersbaugh,N/A
2001:<br/>A Space Odyssey,Stanley Kubrick,N/A,"$364,969,900",MGM,"April 3, 1968",Sci-Fi Adventure,2 hrs. 19 min.,G,$12 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001:<br/>A Space Odyssey (2013 re-release),N/A,N/A,"$227,900",Warner Bros.,"January 2, 2013",Sci-Fi Adventure,N/A,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2001:<br/>A Space Odyssey (Re-issue),N/A,N/A,"$356,900",Warner Bros.,"October 5, 2001",Unknown,2 hrs. 28 min.,G,N/A,"$60,149,641",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2005 Academy Award Nominated Short Films,N/A,N/A,"$202,600",Magnolia,"February 24, 2006",Unknown,2 hrs. 42 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The 2006 Academy Award Nominated Short Films,N/A,N/A,"$410,600",Magnolia,"February 16, 2007",Unknown,3 hrs. 9 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007 Academy Award Nominated Short Films,N/A,N/A,"$597,300",Magnolia,"February 15, 2008",Unknown,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008 Oscar Shorts,N/A,N/A,"$728,500",Shorts International,"February 6, 2009",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2010,Peter Hyams,N/A,"$98,849,100",MGM,"December 7, 1984",Sci-Fi Adventure,1 hrs. 56 min.,PG,N/A,N/A,Helen Mirren,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2010 Oscar Shorts,N/A,N/A,"$1,079,600",Shorts International,"February 19, 2010",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2011 Oscar Shorts,N/A,N/A,"$1,450,000",Shorts International,"February 11, 2011",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2012,Roland Emmerich,N/A,"$183,833,000",Sony / Columbia,"November 13, 2009",Action Drama,2 hrs. 38 min.,PG-13,$200 million,"$769,679,473",Chiwetel Ejiofor,John Cusack,Woody Harrelson,Thandie Newton,Amanda Peet,Danny Glover,Larry J. Franco,Mark Gordon,Harald Kloser,N/A,N/A,N/A,N/A,N/A,Harald Kloser,Thomas Wander
2012 Oscar Nominated Short Films,N/A,N/A,"$1,832,900",Shorts International,"February 10, 2012",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2012:<br/>Time for Change,N/A,N/A,"$72,900",Mangusta Productions,"April 9, 2010",Documentary,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013 Oscar Nominated Short Films,N/A,N/A,"$2,274,500",Shorts International,"February 1, 2013",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014 Oscar Nominated Short Films,N/A,N/A,"$2,300,100",Shorts International,"January 31, 2014",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2015 Oscar Nominated Short Films,N/A,N/A,"$2,504,700",Shorts International,"January 30, 2015",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2016 Obama's America,Dinesh D'Souza,John Sullivan,"$36,243,700",Rocky Mountain Pictures,"July 13, 2012",Documentary,1 hrs. 29 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gerald R. Molen,N/A,N/A,N/A,N/A,N/A,Dinesh D'Souza,John Sullivan,N/A,N/A
2016 Oscar Nominated Short Films,N/A,N/A,"$2,767,600",Shorts International,"January 29, 2016",Unknown,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2046,Wong Kar Wai,N/A,"$1,899,800",Sony Classics,"August 5, 2005",Foreign,2 hrs. 9 min.,R,$12 million,"$19,470,239",Zhang Ziyi,N/A,N/A,N/A,N/A,N/A,Wong Kar Wai,N/A,N/A,N/A,N/A,N/A,Wong Kar Wai,N/A,N/A,N/A
20th Century Women,Mike Mills,N/A,"$5,489,400",A24,"December 28, 2016",Comedy / Drama,1 hrs. 58 min.,R,N/A,N/A,Annette Bening,Elle Fanning,Greta Gerwig,Billy Crudup,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21,Robert Luketic,N/A,"$95,288,800",Sony / Columbia,"March 28, 2008",Drama,2 hrs. 3 min.,PG-13,$35 million,"$157,927,340",Jim Sturgess,Kevin Spacey,Kate Bosworth,Laurence Fishburne,Josh Gad,N/A,Dana Brunetti,Michael De Luca,Ryan Kavanaugh,N/A,N/A,N/A,Allan Loeb,N/A,David Sardy,N/A
21 and Over,Jon Lucas,Scott Moore,"$27,267,300",Relativity,"March 1, 2013",Comedy,1 hrs. 33 min.,R,$13 million,"$48,065,672",Miles Teller,N/A,N/A,N/A,N/A,N/A,David Hoberman,Ryan Kavanaugh,Jon Lucas,Scott Moore,Tucker Tooley,N/A,Jon Lucas,Scott Moore,Lyle Workman,N/A
21 Grams,Alejandro González Iñárritu,N/A,"$22,257,900",Focus Features,"November 21, 2003",Drama,2 hrs. 5 min.,R,$20 million,"$60,427,839",Sean Penn,Naomi Watts,Benicio Del Toro,Melissa Leo*,N/A,N/A,Alejandro González Iñárritu,Ted Hope,N/A,N/A,N/A,N/A,Guillermo Arriaga,N/A,N/A,N/A
21 Jump Street,Phil Lord,Chris Miller (II),"$145,783,500",Sony / Columbia,"March 16, 2012",Action Comedy,1 hrs. 49 min.,R,$42 million,"$201,585,328",Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube,Jonah Hill,Neal H. Moritz,Channing Tatum,N/A,N/A,N/A,Michael Bacall,Jonah Hill,Mark Mothersbaugh,N/A
22 Bullets,N/A,N/A,N/A,Cinedigm Entertainment,January 2013,Foreign / Action,1 hrs. 57 min.,Not Yet Rated,N/A,"$21,263,717",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22 Jump Street,Phil Lord,Chris Miller (II),"$196,107,900",Sony / Columbia,"June 13, 2014",Action Comedy,1 hrs. 52 min.,R,$50 million,"$331,333,876",Jonah Hill,Channing Tatum,Ice Cube,Dave Franco*,Rob Riggle*,N/A,Reid Carolin,Jonah Hill,Phil Lord,Chris Miller (II),Neal H. Moritz,Channing Tatum,Michael Bacall,Rodney Rothman,Mark Mothersbaugh,N/A
The 22nd Tournee of Animation,N/A,N/A,"$1,531,200",EXP Ent.,"March 30, 1990",Animation,1 hrs. 55 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23 Blast,N/A,N/A,"$557,800",Ocean Avenue Entertainment,"October 24, 2014",Sports Drama,1 hrs. 38 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The 23rd Tournee of Animation,N/A,N/A,"$1,726,700",EXP Ent.,"August 23, 1991",Animation,1 hrs. 35 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24 City,N/A,N/A,"$34,700",Cinema Guild,"June 5, 2009",Foreign,1 hrs. 52 min.,Unrated,N/A,"$396,044",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24 Hour Party People,Michael Winterbottom,N/A,"$1,718,100",MGM,"August 9, 2002",Music Drama,1 hrs. 55 min.,R,N/A,"$2,781,211",Steve Coogan,Andy Serkis,Simon Pegg*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
